"clinic_name","street_address","city","state","zip_code","county_name","last_updated","clinic_website","phone_number","volume_ordered","federal_allocation","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"Giant Eagle Pharmacy-74","1165 Mckinney Ln","Pittsburgh","Pennsylvania","15220","Allegheny","2021-04-13T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.035517 40.423528)",,,
"Geisinger Wyoming Valley","1000 East Mountain Blvd","Wilkes Barre","Pennsylvania","18711","Luzerne","2021-04-07T00:00:00.000","https://www.geisinger.org/covidvax","570-284-3657","2340","false","POINT (-75.8218682 41.2579465)",,,
"Cvs/pharmacy02951","104 N Pottstown Pike","Chester Springs","Pennsylvania","19425","Chester","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.645246 40.092495)",,,
"Giant Eagle Pharmacy-483","Cranberry Mall","Cranberry Twp","Pennsylvania","16066","Butler","2021-04-19T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.115075 40.7011099)",,,
"Cvs/pharmacy 16604","1495 Old York Rd","Abington","Pennsylvania","19001","Montgomery","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.117167 40.125282)",,,
"Vdi-curtis Pharmacy-washington","575 Henderson Ave","Washington","Pennsylvania","15301","Washington","2021-04-19T00:00:00.000","https://curtispharmacy.com/","724-225-1592",,"false","POINT (-80.267348 40.192009)",,,
"Nurses United Against Covid","3439 Verner Street","Drexel Hill","Pennsylvania","19026","Delaware","2021-04-19T00:00:00.000",,,"1370","false","POINT (-75.294067 39.943542)",,,
"Weis Pharmacy-200","30 Primrose Lane","East Berlin","Pa","17316","Adams","2021-03-29T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-76.980352 39.925138)",,,
"Rite Aid Store #11012","3331 Pleasant Valley Blvd.","Altoona","Pennsylvania","16602","Blair","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.401307 40.482904)",,,
"Rite Aid Store #10984","178 Point Plaza","Butler","Pennsylvania","16001",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.930091 40.868939)",,,
"Giant Eagle Pharmacy-63","Murray Ave. & Loretta St.","Pittsburgh","Pennsylvania","15217","Allegheny","2021-03-22T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.92887 40.42193)",,,
"Weis Pharmacy-182","5020 Route 873","Schnecksville","Pa","18078",,"2021-03-17T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-75.613901 40.676068)",,,
"Rite Aid Store #11055","1650 North Cedar Crest Blvd.","Allentown","Pennsylvania","18104","Lehigh","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.53383 40.614674)",,,
"Rite Aid Store #00857","169 West Lancaster Avenue","Ardmore","Pennsylvania","19003","Delaware","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.294079 40.009515)",,,
"Rite Aid Store #00819","340 East High Street","Pottstown","Pennsylvania","19464","Montgomery","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.646082 40.245049)",,,
"Giant Eagle Pharmacy-74","1165 Mckinney Ln","Pittsburgh","Pennsylvania","15220","Allegheny","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.035517 40.423528)",,,
"Giant Pharmacy-6529","4510 Marketplace Way","Enola","Pa","17025","Cumberland","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-76.977008 40.292605)",,,
"Rite Aid Store #10958","1396 West Chestnut St.","Washington","Pennsylvania","15301","Washington","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.273345 40.164818)",,,
"Lgh-lancaster General Hospital","555 North Duke Street","Lancaster","Pennsylvania","17603","Lancaster","2021-03-22T00:00:00.000","http://lghealth.org/vaccine","717-544-5700","1000","false","POINT (-76.336775 40.029486)",,,
"Giant Eagle Pharmacy-25","1029 West View Park Drive","Pittsburgh","Pennsylvania","15229","Allegheny","2021-04-13T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.037028 40.516496)",,,
"Rite Aid Store #03400","420 North 3rd Street","Womelsdorf","Pennsylvania","19567","Berks","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.18883 40.371532)",,,
"Cvs/pharmacy00675","159 N Macdade Blvd","Glenolden","Pennsylvania","19036","Delaware","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.286998 39.907317)",,,
"Weis Pharmacy-55","1603 Lincoln Highway East","Lancaster","Pa","17602","Lancaster","2021-04-13T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.271647 40.037875)",,,
"North Penn Comprehensive Health Services","7 Water St","Wellsboro","Pennsylvania","16901",,"2021-03-17T00:00:00.000","https://laurelhc.org/index.php/coronavirus-covid19","1-833-528-7354","500","false","POINT (-77.301368 41.749396)",,,
"Giant Eagle Pharmacy-68","5990 University Blvd","Coraopolis","Pennsylvania","15108","Allegheny","2021-04-13T00:00:00.000","https://www.gianteagle.com/covidvaccine","1-412-269-0254",,"true","POINT (-80.217714 40.520301)",,,
"Sams Club Store #8160","5314 Allentown Pike","Temple","Pennsylvania","19560","Berks","2021-04-26T00:00:00.000","https://www.samsclub.com/covid",,,"true","POINT (-75.924044 40.412529)",,,
"Rite Aid Store #00213","2715 Parade Street","Erie","Pennsylvania","16504","Erie","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.064198 42.114083)",,,
"Rite Aid Store #03804","10 Newport Plaza","Newport","Pennsylvania","17074","Perry","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-77.113873 40.49327)",,,
"Rite Aid Store #11089","1 Ice Cream Alley","Newtown","Pennsylvania","18940","Bucks","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-74.942143 40.243522)",,,
"Keystone Womens Care","830 5th Avenue","Chambersburg","Pennsylvania","17201",,"2021-03-17T00:00:00.000","https://keystonehealth.org/covid19vaccine/","717-709-7990","100","false","POINT (-77.655263 39.936585)",,,
"The Washington Hospital","155 Wilson Ave","Washington","Pennsylvania","15301","Washington","2021-04-07T00:00:00.000","https://whs.org/covid/","724-579-1100","2340","false","POINT (-80.247454 40.183312)",,,
"Rite Aid Store #11100","244 Commerce Circle","Bristol","Pennsylvania","19007",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-74.871648 40.102548)",,,
"Rite Aid Store #10914","1700 Pine Hollow Road","Mc Kees Rocks","Pennsylvania","15136","Allegheny","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.097396 40.475512)",,,
"Martins Pharmacy-6308","1570 Oakland Ave","Indiana","Pennsylvania","15701","Indiana","2021-04-26T00:00:00.000","https://www.martinsfoods.com/covid-19vaccine","1.844.915.1817",,"false","POINT (-79.171765 40.614986)",,,
"Andrew Browns Drug Store","1502 Pittston Ave","Scranton","Pennsylvania","18505","Lackawanna","2021-04-26T00:00:00.000","https://andrewbrowns.com/","570-346-7319","200","false","POINT (-75.673587 41.391657)","0","200","0"
"Rite Aid Store #03364","1303 Shoemaker Street","Nanty Glo","Pennsylvania","15943","Cambria","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.83627 40.467793)",,,
"Rite Aid Store #00290","500 East Lancaster Avenue","Shillington","Pennsylvania","19607","Berks","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.95833 40.307365)",,,
"Rite Aid Store #01448","412 Broadway Street","Coraopolis","Pennsylvania","15108","Allegheny","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.161095 40.516706)",,,
"Giant Eagle Pharmacy-45","9805 Mcknight Road","Pittsburgh","Pennsylvania","15237","Allegheny","2021-03-22T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.037468 40.585762)",,,
"Rite Aid Store #00740","8878 Clearfield Curwensville","Clearfield","Pennsylvania","16830","Clearfield","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.4368172 41.0244155)",,,
"Warrington Rx Pharmacy","1335 Easton Rd","Warrington","Pennsylvania","18976","Bucks","2021-04-26T00:00:00.000","https://vaccine.resilhealth.com/warringtonrxpharmacy","267-488-1215","100","false","POINT (-75.133452 40.249784)","0","100","0"
"Walmart Store #1568","1275 N Hermitage Rd","Hermitage","Pennsylvania","16148","Mercer","2021-03-29T00:00:00.000","https://www.walmart.com/cp/1228302",,,"false","POINT (-80.450445 41.251097)",,,
"Walgreens Store # 10958","30 W. Ridge Pike","Royersford","Pennsylvania","19468","Montgomery","2021-04-19T00:00:00.000","https://www.walgreens.com/topic/findcare/coronavirus.jsp","1-800-925-4733",,"true","POINT (-75.50141 40.216041)",,,
"Giant Eagle Pharmacy-74","1165 Mckinney Lane","Pittsburgh","Pennsylvania","15220","Allegheny","2021-04-07T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.035517 40.423528)",,,
"Montgomery County Office of Public Health Vaccination Clinics","1900 Eagle Drive","Norristown","Pennsylvania","19401","Montgomery","2021-04-26T00:00:00.000","https://vaccine.montcopa.org/","833-875-3967",,"false","POINT (-75.335554 40.124393)",,,
"Rite Aid Store #11153","1535 West Chester Pike","West Chester","Pennsylvania","19382","Chester","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.526115 39.966866)",,,
"Walmart Store #2945","100 Commons Dr","Parkesburg","Pennsylvania","19365","Chester","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-75.932471 39.981881)",,,
"Bensalem Pharmacy","2112 Street Road","Bensalem","Pennsylvania","19020","Bucks","2021-03-22T00:00:00.000","https://www.bensalempharmacy.com/","215-244-4244","200","false","POINT (-74.947925 40.099482)",,,
"Rite Aid Store #02768","54 North Main Street","Carbondale","Pennsylvania","18407",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.501419 41.573841)",,,
"Rite Aid Store #01668","700 Sharon New Castle Rd.","Farrell","Pennsylvania","16121","Mercer","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.479401 41.212178)",,,
"Ahold Usa-giant Pharmacy-6287","1000 Scott Town Center","Bloomsburg","Pa","17815","Columbia","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-76.4351769 41.0128865)",,,
"Care Options Rx","219 N Baltimore Ave","Mount Holly Springs","Pennsylvania","17065","Cumberland","2021-04-26T00:00:00.000","https://covid-19schedulinglink.as.me/vaccine","717-323-8230",,"false","POINT (-77.189684 40.11755)",,,
"Ghs-bradford","116 Insterstate Parkway","Bradford","Pennsylvania","16701","Mckean","2021-04-26T00:00:00.000","https://www.brmc.com/","814-368-4143","1170","false","POINT (-78.6711874 41.9511791)","1170","0","0"
"Upmc Pinnacle Hanover","300 Highland Avenue","Hanover","Pennsylvania","17331","York","2021-04-07T00:00:00.000","https://vaccine.upmc.com/","1-844-876-2822","700","false","POINT (-76.983711 39.808054)",,,
"Cvs/pharmacy17280","6416 Carlisle Pike","Mechanicsburg","Pa","170502384","Cumberland","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.007478 40.24676)",,,
"Rite Aid Store #01320","640 Montgomery Avenue","Narberth","Pennsylvania","19072","Montgomery","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.254081 40.00911)",,,
"Cvs/pharmacy01305","3519 Nazareth Rd.","Easton","Pennsylvania","18045","Northampton","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.277284 40.707721)",,,
"Walmart Store #1591","6535 Grayson Rd","Harrisburg","Pennsylvania","17111","Dauphin","2021-04-26T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-76.773965 40.26207)",,,
"Rite Aid Store #01314","501 Main Street Ste 2","White Haven","Pennsylvania","18661","Luzerne","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.772759 41.059948)",,,
"Ross Township Point of Dispensing","1000 Ross Municipal Drive","Pittsburgh","Pennsylvania","15237","Allegheny","2021-04-13T00:00:00.000","https://vax4.alleghenycounty.us/patient/s/","Call 2-1-1",,"false","POINT (-80.038305 40.5513327)",,,
"Rite Aid Store #11029","3205 Cape Horn Road","Red Lion","Pennsylvania","17356","York","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.629082 39.915764)",,,
"Lvpg Family Medicine-tobyhanna","100 Community Drive","Tobyhanna","Pennsylvania","18466","Monroe","2021-04-26T00:00:00.000","https://www.lvhn.org/treatments/covid-19-vaccines",,"200","false","POINT (-75.37146 41.147698)","0","200","0"
"Cvs/pharmacy01577","1000 North Market Street","Selinsgrove","Pennsylvania","17870","Snyder","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.856416 40.810894)",,,
"Rite Aid Store #04818","4965 Carlisle Pike","Mechanicsburg","Pennsylvania","17055","Cumberland","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.987283 40.189546)",,,
"Robert T Henry Pharmacy","54 East King St","Shippensburg","Pennsylvania","17257","Cumberland","2021-04-19T00:00:00.000","https://www.robertthenrypharmacy.com","717-532-5812",,"false","POINT (-77.519115 40.05106)",,,
"Rite Aid Store #04840","1000 North Church Street","Hazleton","Pennsylvania","18201",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.978136 40.973192)",,,
"Weis Pharmacy-8","1105 Chestnut Street","Berwick","Pennsylvania","18603",,"2021-03-17T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-76.236194 41.063424)",,,
"Hyndman Area Health Center Bedford","104 Railroad Street","Bedford","Pennsylvania","15522","Bedford","2021-04-13T00:00:00.000","https://www.hyndmanhealth.org/","814-263-5804","500","false","POINT (-78.503077 40.021906)",,,
"Rite Aid Store #04293","5 Friendly Drive","Duncannon","Pennsylvania","17020","Perry","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-77.0346783 40.3971746)",,,
"Walmart Store #2420","100 Sara Way","Belle Vernon","Pennsylvania","15012","Fayette","2021-03-29T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-79.845781 40.137934)",,,
"Rite Aid Store #04083","101 5th Street","Charleroi","Pennsylvania","15022",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.896423 40.139322)",,,
"Integrated Health 21","2403 Sidney Street Suite 220","Pittsburgh","Pennsylvania","15203",,"2021-03-17T00:00:00.000",,"412-481-1644","2000","false","POINT (-79.970795 40.429159)",,,
"Giant Eagle Pharmacy-32","4810 Old William Penn Hwy","Export","Pennsylvania","15632","Westmoreland","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.663104 40.423951)",,,
"Ccmh-charles Cole Memorial Hospital","1001 East Second Street","Coudersport","Pennsylvania","16915","Potter","2021-03-29T00:00:00.000","https://www.susquehannahealth.org/locations/upmc-cole","814-274-9300","1170","false","POINT (-77.979674 41.770714)",,,
"Cvs/pharmacy02481","312 South Henderson Road","King of Prussia","Pennsylvania","19406","Montgomery","2021-03-29T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.359983 40.090788)",,,
"Sav-on Pharmacy #721","785 Starr St","Phoenixville","Pennsylvania","19460","Chester","2021-04-19T00:00:00.000","https://www.albertsons.com/pharmacy/covid-19.html","877-723-3929",,"true","POINT (-75.508749 40.123049)",,,
"Vdi-acorx Pharmacy","520 E Main Street","Carnegie","Pennsylvania","15106","Allegheny","2021-04-26T00:00:00.000",,"412-857-2922",,"false","POINT (-80.092242 40.404218)",,,
"Giant Eagle Pharmacy-2421","117 S. Walnut Street","Ligonier","Pennsylvania","15658","Westmoreland","2021-03-22T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.244388 40.245988)",,,
"Cvs/pharmacy02459","305 West Fourth Street","Bethlehem","Pennsylvania","18015","Northampton","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.382847 40.610414)",,,
"Bechtels Pharmacy Inc","302 Main Street","Slatington","Pennsylvania","18080","Lehigh","2021-04-26T00:00:00.000","http://www.bechtelspharmacyinc.com/","610-767-4121","100","false","POINT (-75.608025 40.752568)","0","100","0"
"Yough Valley Pharmacy","511 Williams Street","Confluence","Pa","15424","Somerset","2021-04-26T00:00:00.000",,"814-395-5300","100","false","POINT (-79.356792 39.811708)","0","100","0"
"Rite Aid Store #03447","126 W Main Street","Grove City","Pennsylvania","16127","Mercer","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.087881 41.157301)",,,
"Weis Pharmacy-50","2020 N. 13th Street","Reading","Pennsylvania","19604","Berks","2021-04-07T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.911536 40.365437)",,,
"Cvs/pharmacy16499","2331 E Lincoln Hwy","Langhorne","Pa","190471812","Bucks","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-74.878916 40.179009)",,,
"Price Chopper Pharmacy-173","1026 Wyoming Avenue","Wyoming","Pennsylvania","18644","Luzerne","2021-03-22T00:00:00.000","https://pricechopper.com/covidvaccine",,,"true","POINT (-75.853017 41.301072)",,,
"Giant Pharmacy-6506","50 E Wynnewood Rd Store #2","Wynnewood","Pennsylvania","19096","Montgomery","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine",,,"true","POINT (-75.27513 39.994532)",,,
"Cwc-costco Pharmacy 00327","5125 Jonestown Road","Harrisburg","Pennsylvania","17112","Dauphin","2021-04-19T00:00:00.000","https://book-costcopharmacy.appointment-plus.com/d133yng2/#/",,,"true","POINT (-76.801097 40.311419)",,,
"Chester County Pediatrics-exton","690 West Lincoln Highway","Exton","Pennsylvania","19341","Chester","2021-04-13T00:00:00.000",,"610-873-5437","700","false","POINT (-75.663864 40.021481)",,,
"Rite Aid Store #11173","2962 St. Lawrence Avenue","Reading","Pennsylvania","19606","Berks","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.877732 40.329021)",,,
"Cvs/pharmacy01680","639 Main Street","Clarion","Pennsylvania","16214","Clarion","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-79.382893 41.213699)",,,
"Sluhhn-miners","360 W. Ruddle St","Coaldale","Pennsylvania","18218","Schuylkill","2021-04-13T00:00:00.000","https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine","1-866-785-8537","900","false","POINT (-75.914299 40.821487)",,,
"Cvs/pharmacy01074","870 E Baltimore Pike","Kennett Square","Pennsylvania","19348","Chester","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.679899 39.862704)",,,
"Rite Aid Store #04990","2 Kirby Avenue","Mountain Top","Pennsylvania","18707","Luzerne","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.885758 41.162207)",,,
"Rite Aid Store #01406","521 North Fraley Street","Kane","Pennsylvania","16735","Mckean","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.813312 41.669206)",,,
"Cvs/pharmacy01036","2434 Catasauqua Road","Bethlehem","Pennsylvania","18018","Lehigh","2021-03-29T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.427422 40.64302)",,,
"Giant Pharmacy-6517","168 N Flowers Mill Road","Langhorne","Pa","19047","Bucks","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine",,,"true","POINT (-74.907418 40.181648)",,,
"Giant Eagle Pharmacy-84","100 N Main St","Du Bois","Pennsylvania","15801","Clearfield","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-78.767483 41.123176)",,,
"Fresenius Kidney Care Bryn Mawr Dialysis","780 W Lancaster Avenue","Bryn Mawr","Pennsylvania","19010","Delaware","2021-04-26T00:00:00.000",,"1-800-881-5101",,"true","POINT (-75.316826 40.020663)",,,
"Giant Eagle Pharmacy-4038","4265 Buffalo Rd","Erie","Pennsylvania","16510","Erie","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.004773 42.145237)",,,
"Rite Aid Store #02248","639 Hamlin Highway","Lake Ariel","Pennsylvania","18436","Wayne","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.399052 41.403763)",,,
"Weis Pharmacy-29","800 S. 12th Street","Lebanon","Pennsylvania","17042","Lebanon","2021-04-19T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.428582 40.327999)",,,
"Price Chopper Pharmacy-173","1026 Wyoming Avenue","Wyoming","Pennsylvania","18644","Luzerne","2021-03-29T00:00:00.000","https://pricechopper.com/covidvaccine",,,"false","POINT (-75.853017 41.301072)",,,
"Pittsburgh Mercy Family Health Center","249 South 9th Street","Pittsburgh","Pennsylvania","15203","Allegheny","2021-04-07T00:00:00.000","https://www.pittsburghmercy.org/","412-697-3260","1000","false","POINT (-79.989808 40.43065)",,,
"Cvs/pharmacy05533","6050 Sterner's Way","Bethlehem","Pennsylvania","18017","Northampton","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.387963 40.682771)",,,
"Phn-tri-county Community Health Center","1555 Shawna Road","Cherry Tree","Pennsylvania","15724","Cambria","2021-03-29T00:00:00.000","https://primary-health.net/covid-vaccine-clinic.aspx","724-699-9211","100","false","POINT (-78.799248 40.71682)",,,
"Weis Markets # 227","431 Dublin Pike","Perkasie","Pennsylvania","18944","Bucks","2021-04-07T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/","215-249-1440",,"true","POINT (-75.252019 40.402505)",,,
"Giant Eagle Pharmacy-2424","1300 Country Club Road","Monongahela","Pennsylvania","15063","Washington","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.91567 40.172158)",,,
"Cvs/pharmacy01918","840 Wayne Avenue","Chambersburg","Pennsylvania","17201","Franklin","2021-03-22T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.654996 39.916107)",,,
"Krhc-mountain Top Area Med Center","402 East Sycamore Road","Snow Shoe","Pennsylvania","16874","Centre","2021-04-19T00:00:00.000","http://www.keystoneruralhealth.com/mt_top.html","814-486-1115","200","false","POINT (-77.941269 41.02667)",,,
"Weis Pharmacy-159","1070 N. Ninth Street","Stroudsburg","Pennsylvania","18360","Monroe","2021-04-07T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.220059 40.988692)",,,
"Weis Pharmacy-232","73 Old Dublin Pike","Doylestown","Pa","18901","Bucks","2021-03-29T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-75.132695 40.323339)",,,
"Cvs/pharmacy01319","1054 Shoemaker Avenue","Shoemakersville","Pennsylvania","19555","Berks","2021-03-29T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.965936 40.509012)",,,
"Rite Aid Store #00836","1781 Stefko Boulevard","Bethlehem","Pennsylvania","18017","Northampton","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.349558 40.63729)",,,
"Esterbrook Pharmacy","301 S 7th Ave","West Reading","Pennsylvania","19611","Berks","2021-04-19T00:00:00.000","https://www.esterbrookpharmacy.com/","610-376-6542",,"false","POINT (-75.951953 40.33244)",,,
"Rite Aid Store #11075","120 Laurel Plaza","Pittston","Pennsylvania","18640","Luzerne","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.772758 41.320573)",,,
"Weis Pharmacy-169","3011 William Penn Hwy","Easton","Pa","18045","Northampton","2021-04-19T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.261307 40.67685)",,,
"Vdi-skippack Pharmacy","4118 W Skippack Pike","Skippack","Pennsylvania","19474","Montgomery","2021-03-22T00:00:00.000","http://www.tinyurl.com/COVIDvaccine-SkippackPharmacy","267-483-7117","3510","false","POINT (-75.387588 40.221428)",,,
"Giant Pharmacy-6061","397 Baltimore Rd","Shippensburg","Pennsylvania","17257","Cumberland","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-77.502384 40.046906)",,,
"Giant Eagle Pharmacy-16","1451 Scalp Ave.","Johnstown","Pennsylvania","15904","Cambria","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-78.85756 40.270761)",,,
"Cvs/pharmacy01637","205 South Market Street","Millersburg","Pennsylvania","17061","Dauphin","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.961607 40.534513)",,,
"Giant Pharmacy-6422","4320 5th Street Hwy","Temple","Pennsylvania","19560","Berks","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine",,,"false","POINT (-75.927682 40.399165)",,,
"Rite Aid Store #01963","262 Connellsville Street","Uniontown","Pennsylvania","15401","Fayette","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier","1-724-438-9799",,"true","POINT (-79.707231 39.900645)",,,
"Jersey Shore Hospital","1020 Thompson Street","Jersey Shore","Pennsylvania","17740","Lycoming","2021-04-07T00:00:00.000","https://www.geisinger.org/covidvax","570-284-3657","1170","false","POINT (-77.267969 41.201718)",,,
"Spartan Pharmacy Clairton Blvd","3520 Clairton Blvd","Pittsburgh","Pennsylvania","15227","Allegheny","2021-03-22T00:00:00.000","http://www.spartanpharmacy.com/","1-412-440-5888","1300","false","POINT (-79.982148 40.372921)",,,
"Abington Jefferson Health","1200 Old York Road","Abington","Pennsylvania","19001","Montgomery","2021-03-29T00:00:00.000","https://jefferson.co1.qualtrics.com/jfe/form/SV_eaFnRURFGL4npsx?utm_source=cv19banner",,"500","false","POINT (-75.119458 40.118986)",,,
