"store_name","address_1","city","county","state","zip_code","vaccine","date","doses","georeferenced_latitude_longitude"
"RITE AID 11017","3200 Market Street","Camp Hill","Cumberland","PA","17011","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.935147 40.239764)"
"RITE AID 03804","10 Newport Plaza","Newport","Perry","PA","17074","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-77.113785 40.493228)"
"RITE AID 11064","791 Scranton Carbondale Hwy","Eynon","Lackawanna","PA","18403","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.578299 41.507345)"
"RITE AID 02017","762 East Johnson Highway","Norristown","Montgomery","PA","19401","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.317783 40.125455)"
"RITE AID 02442","950 East Baltimore Pike","Yeadon","Delaware","PA","19050","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.25694 39.940962)"
"RITE AID 01197","446 West Main Street","Monongahela","Washington","PA","15063","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.927757 40.203839)"
"RITE AID 11038","2411 Columbia Blvd","Bloomsburg","Columbia","PA","17815","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.413712 41.011202)"
"RITE AID 11009","5430 Peach Street","Erie","Erie","PA","16509","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-80.093441 42.075341)"
"ACORX PHARMACY","520 E Main St","Carnegie","Allegheny","PA","15106","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.08082 40.411227)"
"WEIS MARKETS INC","1440 Allegheny Street","Jersey Shore","Lycoming","PA","17740","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-77.276376 41.201194)"
"WALMART PHARMACY #2230","373 Benner Pike","State College","Centre","PA","16801","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-77.804128 40.831621)"
"GIANT EAGLE INC.","132 Ben Avon Heights Road","Pittsburgh","Allegheny","PA","15237","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.070318 40.522928)"
"GIANT EAGLE INC.","1606 North Center Avenue","Somerset","Somerset","PA","15501","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.075239 40.036589)"
"CVS STORE #17680","749 N Krocks Rd","Allentown","Lehigh","PA","18106","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.564037 40.565059)"
"RITE AID 00926","1440 East High Street","Waynesburg","Greene","PA","15370","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-80.168595 39.896135)"
"THE GIANT COMPANY STORE # 6054","455 Eisenhower Drive","Hanover","York","PA","17331","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.978586 39.825148)"
"OXFORD VALLEY PHARMACY","403 S Oxford Valley Rd","Fairless Hills","Bucks","PA","19030","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-74.854048 40.17306)"
"RITE AID 04287","360 East Main Street","Middletown","Dauphin","PA","17057","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.724895 40.201295)"
"RITE AID 02768","54 North Main Street","Carbondale","Lackawanna","PA","18407","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.501494 41.573878)"
"RITE AID 00170","128 N Courtland Street","East Stroudsburg","Monroe","PA","18301","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.183088 41.002307)"
"RITE AID 01543","1212 Second Street","Cresson","Cambria","PA","16630","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-78.591697 40.459863)"
"RITE AID 11081","556 Union Street","Luzerne","Luzerne","PA","18709","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.897116 41.283352)"
"WALMART PHARMACY #2169","1731 Blakeslee Boulevard Dr E","Lehighton","Carbon","PA","18235","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.74055 40.812375)"
"CVS STORE #01604","350 North 10th St.","Lewisburg","Union","PA","17837","Pfizer Vaccine","2021-04-20T00:00:00.000","1170",
"GAUGHNS DRUG STORE","348 Pennsylvania Avenue West","Warren","Warren","PA","16365","Moderna Vaccine","2021-04-20T00:00:00.000","600","POINT (-79.149306 41.844947)"
"RITE AID 11142","128 Airport Road","Coatesville","Chester","PA","19320","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.868959 39.985246)"
"WALMART PHARMACY #1935","150 Town Centre Dr","Johnstown","Cambria","PA","15904","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-78.845973 40.277762)"
"GIANT EAGLE INC.","105 Robertson Street","West Newton","Westmoreland","PA","15089","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.763928 40.218463)"
"RITE AID 10961","4185 Washington Road","Mcmurray","Washington","PA","15317","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.13319 40.262848)"
"CVS STORE #06764","1321 Allegheny St.","Jersey Shore","Lycoming","PA","17740","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-77.274032 41.201836)"
"RITE AID 01963","262 Connellsville Street","Uniontown","Fayette","PA","15401","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-79.706898 39.900782)"
"RITE AID 10991","1730 Wilmington Road","New Castle","Lawrence","PA","16105","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-80.354376 41.018895)"
"GIANT EAGLE INC.","581 Pittsburgh Rd","Uniontown","Fayette","PA","15401","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.726695 39.923469)"
"RITE AID 07832","4155 Ewalt Road","Gibsonia","Allegheny","PA","15044","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.942924 40.626034)"
"RITE AID 11018","429 South Hanover Street","Carlisle","Cumberland","PA","17013","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-77.190062 40.195233)"
"WALGREEN DRUG STORE","3180 Carlisle Rd","Dover","York","PA","17315","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-76.823759 39.983929)"
"RITE AID 10914","1700 Pine Hollow Road.","Mckees Rocks","Allegheny","PA","15136","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.096788 40.475305)"
"WALMART PHARMACY #2064","220 Route 6 And 209","Milford","Pike","PA","18337","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-74.740434 41.350522)"
"WALMART PHARMACY #1887","1015 N Loyalsock Ave","Montoursville","Lycoming","PA","17754","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.91589 41.26085)"
"RITE AID 02480","847 Midland Avenue","Midland","Beaver","PA","15059","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-80.451864 40.636099)"
"WEIS MARKETS INC","3011 William Penn Hwy","Easton","Northampton","PA","18045","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.261101 40.676903)"
"WALMART PHARMACY #2129","100 Supercenter Dr","Clearfield","Clearfield","PA","16830","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-78.400285 41.033214)"
"CVS STORE #01193","835 Old York Rd.","Jenkintown","Montgomery","PA","19046","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.124125 40.106255)"
"RITE AID 00205","26 West Independence Street","Shamokin","Northumberland","PA","17872","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.557588 40.790891)"
"COSTCO PHARMACY # 317","1875 Hempstead Rd","Lancaster","Lancaster","PA","17601","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.255806 40.05212)"
"RITE AID 10962","575 Morgantown Road","Uniontown","Fayette","PA","15401","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-79.73588 39.884464)"
"DAVITA-SAINT CHARLES WAY","308 Saint Charles Way","York","York","PA","17402","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-76.692951 39.929286)"
"RITE AID 11143","3807 Lincoln Highway","Downingtown","Chester","PA","19335","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.745238 39.99613)"
"SAM'S PHARMACY #6251","80 Trinity Point Dr","Washington","Washington","PA","15301","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.223426 40.18447)"
"CVS STORE #02458","298 West Butler Pike","Chalfont","Bucks","PA","18914","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.215186 40.278618)"
"RITE AID 10958","1396 West Chestnut St.","Washington","Washington","PA","15301","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.273725 40.164758)"
"WEIS MARKETS INC","1651 E Cumberland Street","Lebanon","Lebanon","PA","17042","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.381601 40.350357)"
"Rite Aid Store #10979","1501 Scalp Avenue","Johnstown","Cambria","PA","15904","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.856837 40.269209)"
"Rite Aid Store #02768","54 North Main Street","Carbondale","Lackawanna","PA","18407","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.501494 41.573878)"
"Rite Aid Store #01887","2103 N. Third Street","Harrisburg","Dauphin","PA","17110","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.895955 40.279494)"
"Weis Markets Inc","1272 East Penn Street","Muncy","Lycoming","PA","17756","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.761133 41.210828)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0494","Elizabeth","Allegheny","PA","15037","Moderna","2021-02-22T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0035","Pittsburgh","Allegheny","PA","15220","Moderna","2021-02-22T00:00:00.000","100",
"Cvs Store #2321","744 Wertzville Rd","Enola","Cumberland","PA","17025","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-76.946718 40.287653)"
"Rite Aid Store #00740","8878 Clearfield Curwensville","Clearfield","Clearfield","PA","16830","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.475398 40.989226)"
"Rite Aid Store #00188","805 Huntingdon Pike","Huntingdon Valley","Montgomery","PA","19006","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.093812 40.088783)"
"Rite Aid Store #02264","2722 West 9th Street","Chester","Delaware","PA","19013","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.394803 39.836063)"
"Rite Aid Store #01640","910 West Broadway","Red Lion","York","PA","17356","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.621664 39.896567)"
"Redner's Markets Inc","110 Northside Commons","Palmyra","Lebanon","PA","17078","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.589939 40.284263)"
"Weis Markets Inc","1100 N Fourth Street","Sunbury","Northumberland","PA","17801","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.784799 40.873019)"
"Cvs Store #7677","165 South Richland Avenue","York","York","PA","17404","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-76.748594 39.953129)"
"Rite Aid Store #07853","901 S Saint Marys Street","Saint Marys","Elk","PA","15857","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.560618 41.408245)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0483","Cranberry Twp","Butler","PA","16066","Moderna","2021-02-22T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #4077","New Castle","Lawrence","PA","16105","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #11002","1020 Liberty Street","Franklin","Venango","PA","16323","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.825716 41.393751)"
"Giant Eagle Sponsored Off-site Vaccine Clinic","Giant Eagle Pharmacy Store #0042","Seven Fields","Butler","PA","16046","Pfizer","2021-02-22T00:00:00.000","1170",
"Rite Aid Store #01830","77 Reuters Boulevard","Towanda","Bradford","PA","18848","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.450216 41.783144)"
"Rite Aid Store #00729","59 North Queen Street","Lancaster","Lancaster","PA","17603","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.305949 40.039393)"
"Weis Markets Inc","6 Millbrook Plaza","Mill Hall","Clinton","PA","17751","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.477902 41.117476)"
"Rite Aid Store #04840","1000 North Church Street","Hazleton","Luzerne","PA","18201","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.978044 40.973194)"
"Rite Aid Store #11122","284 East Lancaster Avenue","Wynnewood","Montgomery","PA","19096","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.2641 39.992357)"
"Rite Aid Store #02797","1401 West Cheltenham Avenue","Melrose Park","Montgomery","PA","19027","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.13991 40.063643)"
"Rite Aid Store #10890","1505 7th Avenue","Beaver Falls","Beaver","PA","15010","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.319419 40.756352)"
"Rite Aid Store #11109","1 Summit Square Suite a","Langhorne","Bucks","PA","19047","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-74.929394 40.216562)"
"Wegmans Food Markets Inc.","6416 Carlisle Pike Suite 2000","Mechanicsburg","Cumberland","PA","17050","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.007475 40.246692)"
"Weis Markets Inc","339 W Walnut Street","Shamokin","Northumberland","PA","17872","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.561627 40.789843)"
"Weis Markets Inc","1195 Lowther Road","Camp Hill","Cumberland","PA","17011","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.896632 40.234933)"
"Rite Aid Store #03527","155 Chartiers Avenue","Mckees Rocks","Allegheny","PA","15136","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.057984 40.46454)"
"Rite Aid Store #17783","7036 Wertzville Road","Mechanicsburg","Cumberland","PA","17050","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-77.049427 40.283218)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2415","Butler","Butler","PA","16001","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #11169","23 North Elm Street","Kutztown","Berks","PA","19530","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.767943 40.527415)"
"Rite Aid Store #01672","6912 New Falls Road","Levittown","Bucks","PA","19057","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-74.856946 40.153184)"
"Rite Aid Store #01733","1400 West Main Street","Jeffersonville","Montgomery","PA","19403","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.362854 40.123743)"
"Rite Aid Store #01567","2901 Springfield Road","Broomall","Delaware","PA","19008","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.372854 39.982228)"
"Rite Aid Store #01699","9141 Ridge Road","Girard","Erie","PA","16417","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.302684 42.009526)"
"Weis Markets Inc","25 W Germantown Pike","Norristown","Montgomery","PA","19401","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.313951 40.142791)"
"Rite Aid Store #02693","44 Kings Village","Minersville","Schuylkill","PA","17954","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.254027 40.68162)"
"Rite Aid Store #04415","14 Fifth Street","Williamsport","Lycoming","PA","17701","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.004079 41.243659)"
"Rite Aid Store #04286","5201 Spring Road","Shermans Dale","Perry","PA","17090","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.16542 40.319769)"
"Rite Aid Store #10907","2100 Washington Pike","Carnegie","Allegheny","PA","15106","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-80.087992 40.390377)"
"Rite Aid Store #01429","211 East Main Street","Everett","Bedford","PA","15537","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.369883 40.011901)"
"Rite Aid Store #02380","975 Market Street","Meadville","Crawford","PA","16335","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.154203 41.636692)"
"Tops Markets Llc and Tops Pt Llc","74 Market St","Warren","Warren","PA","16365","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.144779 41.84288)"
"Weis Markets Inc","1651 E Cumberland Street","Lebanon","Lebanon","PA","17042","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.381601 40.350357)"
"Rite Aid Store #01314","501 Main Street Ste 2","White Haven","Luzerne","PA","18661","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.772855 41.059963)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0018","Glenshaw","Allegheny","PA","15116","Moderna","2021-02-22T00:00:00.000","100",
"Wegmans Food Markets Inc.","50 Foundry Way","Malvern","Chester","PA","19355","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.521471 40.048628)"
"Rite Aid Store #11084","148 Ennis Lane","Towanda","Bradford","PA","18848","Moderna","2021-02-22T00:00:00.000","100",
"Weis Markets Inc","2525 Memorial Highway","Dallas","Luzerne","PA","18612","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.959383 41.334309)"
"Rite Aid Store #01144","500 Chesterbrook Blvd Ste 2","Chesterbrook","Chester","PA","19087","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.456806 40.074471)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2445","Greenville","Mercer","PA","16125","Moderna","2021-02-22T00:00:00.000","100",
"Walmart Sponsored Off-site Vaccine Clinic","Calvary Church","Boalsburg","Centre","PA","16827","Pfizer","2021-02-22T00:00:00.000","1170",
"Rite Aid Store #00451","1200 West Market Street","York","York","PA","17404","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.752557 39.954747)"
"Rite Aid Store #03449","335 Main Street","Greenville","Mercer","PA","16125","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.379514 41.408146)"
"Rite Aid Store #11099","2182 County Line Road","Huntingdon Valley","Montgomery","PA","19006","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.072085 40.171408)"
"Weis Markets Inc","4300 Linglestown Road","Harrisburg","Dauphin","PA","17112","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.824644 40.336167)"
"Rite Aid Store #11076","420 Tioga West Plz Ste 110","Tunkhannock","Wyoming","PA","18657","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.961678 41.541881)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2404","Verona","Allegheny","PA","15147","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #02631","170 Saxer Avenue","Springfield","Delaware","PA","19064","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.33347 39.927547)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0079","Roaring Spring","Blair","PA","16673","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #00596","827 N Center Street","Corry","Erie","PA","16407","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.641386 41.930084)"
"Rite Aid Store #03768","1249 Horseshoe Pike","Downingtown","Chester","PA","19335","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.769464 40.036586)"
"Rite Aid Store #10994","135 South Market Street","New Wilmington","Lawrence","PA","16142","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.333109 41.121605)"
"The Golub Corporation","16750 Pa State Rt 706 Ste 5","Montrose","Susquehanna","PA","18801","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.851462 41.837481)"
"Rite Aid Store #11096","1035 County Line Road","Huntingdon Valley","Bucks","PA","19006","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.048332 40.157771)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0002","Mckees Rocks","Allegheny","PA","15136","Moderna","2021-02-22T00:00:00.000","100",
"Wegmans Food Markets Inc.","6143 Peach Street","Erie","Erie","PA","16509","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.093592 42.060834)"
"Rite Aid Store #03609","415 East Queen Street","Chambersburg","Franklin","PA","17201","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.653984 39.93488)"
"Rite Aid Store #10976","431 Commons Drive","Dubois","Clearfield","PA","15801","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.733627 41.124095)"
"Rite Aid Store #00926","1440 East High Street","Waynesburg","Greene","PA","15370","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.168595 39.896135)"
"Rite Aid Store #00679","123 South 69th Street","Upper Darby","Delaware","PA","19082","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.258074 39.957723)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0095","Meadville","Crawford","PA","16335","Moderna","2021-02-22T00:00:00.000","100",
"Cvs Store #1159","760 Miles Rd.","West Chester","Chester","PA","19380","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-75.628143 39.963855)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #4012","Hermitage","Mercer","PA","16148","Moderna","2021-02-22T00:00:00.000","100",
"Weis Markets Inc","1603 Lincoln Highway East","Lancaster","Lancaster","PA","17602","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.271054 40.037873)"
"Rite Aid Store #11058","241 North First Street","Lehighton","Carbon","PA","18235","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.709009 40.836329)"
"Rite Aid Store #10900","700 Stevenson Boulevard","New Kensington","Westmoreland","PA","15068","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.755007 40.56403)"
"Weis Markets Inc","6901 Westbranch Highway","Lewisburg","Union","PA","17837","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.889546 40.974303)"
"Wegmans Food Markets Inc.","5028 West Ridge Rd.","Erie","Erie","PA","16506","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.18926 42.067991)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0031","Pittsburgh","Allegheny","PA","15236","Moderna","2021-02-22T00:00:00.000","100",
"Giant Eagle Sponsored Off-site Vaccine Clinic","Giant Eagle Pharmacy Store #0042","Seven Fields","Butler","PA","16046","Pfizer","2021-02-22T00:00:00.000","1170",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0487","Waynesburg","Greene","PA","15370","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #00293","599 York Road","Warminster","Bucks","PA","18974","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.099961 40.205642)"
"Rite Aid Store #01274","4400 Pennell Road","Aston","Delaware","PA","19014","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.426923 39.856706)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #4093","Erie","Erie","PA","16505","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #11142","128 Airport Road","Coatesville","Chester","PA","19320","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.868959 39.985246)"
"Rite Aid Store #01496","508 East Second Street","Oil City","Venango","PA","16301","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.705224 41.426891)"
"Rite Aid Store #12999","301 Eisenhower Drive","Hanover","York","PA","17331","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.98797 39.825231)"
"Rite Aid Store #00790","1305 West Chester Pike Suite 8","Havertown","Delaware","PA","19083","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.321468 39.973462)"
"Weis Markets Inc","5020 Route 873","Schnecksville","Lehigh","PA","18078","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.613976 40.677148)"
"Weis Markets Inc","1105 Chestnut Street","Berwick","Columbia","PA","18603","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.236082 41.063424)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2440","Butler","Butler","PA","16001","Moderna","2021-02-22T00:00:00.000","100",
"Walmart Sponsored Off-site Vaccine Clinic","Fairlane Village Mall","Pottsville","Schuylkill","PA","17901","Pfizer","2021-02-22T00:00:00.000","1170",
"Rite Aid Store #04682","100 William Marks Drive","Munhall","Allegheny","PA","15120","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.903398 40.409881)"
"Rite Aid Store #02474","59 North Main Street","Port Allegany","Mckean","PA","16743","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.283799 41.815517)"
"Wegmans Food Markets Inc.","2000 Crossings Blvd","Lancaster","Lancaster","PA","17601","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.34046 40.05909)"
"Rite Aid Store #00803","300 Market Street","Johnstown","Cambria","PA","15901","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.921142 40.324329)"
"Rite Aid Store #01976","207 Route 6 West","Coudersport","Potter","PA","16915","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.029963 41.7671)"
"Redner's Markets Inc","191 Manheim Rd","Schuykill Haven","Schuylkill","PA","17972","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.160512 40.643212)"
"Rite Aid Store #10908","5990 University Blvd Ste30","Moon Township","Allegheny","PA","15108","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-80.218038 40.519528)"
"Rite Aid Store #10975","201 West Mahoning Street","Punxsutawney","Jefferson","PA","15767","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.972842 40.943165)"
"Rite Aid Store #03972","811 East State Street","Sharon","Mercer","PA","16146","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.494235 41.233023)"
"Rite Aid Store #01370","725 Lysle Boulevard","Mckeesport","Allegheny","PA","15132","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.857455 40.35224)"
"Rite Aid Store #10999","100 South 3rd Street","Conneaut Lake","Crawford","PA","16316","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.304377 41.602976)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0019","Johnstown","Cambria","PA","15906","Moderna","2021-02-22T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #2402","Somerset","Somerset","PA","15501","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #11060","205 Center Street","Tamaqua","Schuylkill","PA","18252","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.968228 40.794871)"
"Rite Aid Store #11110","96 North Flowers Mill Road","Langhorne","Bucks","PA","19047","Moderna","2021-02-22T00:00:00.000","100","POINT (-74.907517 40.180029)"
"Rite Aid Store #00866","501 South 29th St Ste a","Harrisburg","Dauphin","PA","17104","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.84129 40.267215)"
"Weis Markets Inc","1070 N Ninth Street","Stroudsburg","Monroe","PA","18360","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.21832 40.989153)"
"Weis Markets Inc","1400 Stoney Battery Road","Lancaster","Lancaster","PA","17601","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.410444 40.064838)"
"Wakefern Food Corp","107 Kinsley Drive","Brodheadsville","Monroe","PA","18322","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.422091 40.920286)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0009","Greensburg","Westmoreland","PA","15601","Moderna","2021-02-22T00:00:00.000","100",
"Weis Markets Inc","15260-2 Kutztown Road","Kutztown","Berks","PA","19530","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.765862 40.528383)"
"Rite Aid Store #02426","39 West Side Mall","Edwardsville","Luzerne","PA","18704","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.901012 41.259093)"
"Giant Eagle Sponsored Off-site Vaccine Clinic","Giant Eagle Pharmacy Store #0042","Seven Fields","Butler","PA","16046","Pfizer","2021-02-22T00:00:00.000","1170",
"Rite Aid Store #00205","26 West Independence Street","Shamokin","Northumberland","PA","17872","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.557588 40.790891)"
"Rite Aid Store #11170","418 Penn Street","Reading","Berks","PA","19602","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.929145 40.335364)"
"Rite Aid Store #01955","674 Route 196, Ste 14","Tobyhanna","Monroe","PA","18466","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.36687 41.225793)"
