"clinic_name","street_address","city","state","zip_code","county_name","last_updated","clinic_website","phone_number","volume_ordered","federal_allocation","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"Giant Eagle Pharmacy-5103","2611 Freeport Rd.","Pittsburgh","Pennsylvania","15238","Allegheny","2021-04-13T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.838606 40.537244)",,,
"RITE AID STORE #10915","109 ALLEGHENY RIVER BLVD.","OAKMONT","Pennsylvania","15139","Allegheny","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.843465 40.512463)",,,
"RITE AID STORE #00291","345 WEST BROAD STREET","QUAKERTOWN","Pennsylvania","18951","Bucks","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.33799 40.441571)",,,
"Wegmans Pharmacy #104","500 Montgomery Mall","North Wales","PA","19454","Montgomery","2021-03-22T00:00:00.000","https://www.wegmans.com/pharmacy/",,,"true","POINT (-75.245322 40.232374)",,,
"Penn Medicine Radnor","145 King of Prussia Road","Radnor","Pennsylvania","19087","Delaware","2021-04-19T00:00:00.000","https://delcopa.gov/vax","484-276-2100",,"false","POINT (-75.355811 40.039895)",,,
"CVS/pharmacy17680","749 N Krocks Rd","Allentown","Pennsylvania","18106","Lehigh","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.563959 40.565093)",,,
"FPC-Watsontown Family Practice Center","12560 State Route 405","Watsontown","Pennsylvania","17777","Northumberland","2021-03-22T00:00:00.000","https://www.fpcdoctors.com/watsontown/","570-538-2501","100","false","POINT (-76.876917 41.099997)",,,
"Weis Pharmacy-29","800 S. 12th Street","Lebanon","Pennsylvania","17042","Lebanon","2021-05-03T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.428582 40.327999)",,,
"SLUHN-Monroe","100 St. Lukes Lane","Stroudsburg","Pennsylvania","18360","Monroe","2021-04-07T00:00:00.000","https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine","1-866-785-8537","1170","false","POINT (-75.261735 40.998044)",,,
"RITE AID STORE #11169","23 NORTH ELM STREET","KUTZTOWN","Pennsylvania","19530","Berks","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.768194 40.527534)",,,
"GIANT PHARMACY-6471","86 GLOCKER WAY","POTTSTOWN","PA","19465","Chester","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","844.915.1814",,"false","POINT (-75.657508 40.20884)",,,
"Chester County Vaccine Clinic","2276 Kimberton Road","Phoenixville","Pennsylvania","19460","Chester","2021-04-07T00:00:00.000","https://chesterpaprod.service-now.com/vam","610-344-6225",,"false","POINT (-75.566751 40.131159)",,,
"Phoebe Services Pharmacy-Allentown","6520 Stonegate Dr","Allentown","Pennsylvania","18106","Lehigh","2021-05-03T00:00:00.000",,"610-794-5380",,"true","POINT (-75.60687 40.595852)",,,
"Weis Pharmacy-19","1571 Route 209","Millersburg","Pennsylvania","17061","Dauphin","2021-05-03T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.922857 40.539761)",,,
"RITE AID STORE #10966","314 EAST PITTSBURGH STREET","GREENSBURG","Pennsylvania","15601","Westmoreland","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.537177 40.303248)",,,
"CVS/pharmacy00142","305 W. Baltimore Street","Greencastle","Pennsylvania","17225","Franklin","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.731372 39.791234)",,,
"RITE AID STORE #00721","304 Market Street","Harrisburg","Pennsylvania","17101","Dauphin","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.880656 40.260997)",,,
"GIANT PHARMACY-6506","50 E WYNNEWOOD RD STORE #2","Wynnewood","Pennsylvania","19096","Montgomery","2021-05-03T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","844.915.1814",,"true","POINT (-75.27513 39.994532)",,,
"Giant Eagle Pharmacy-66","2650 Constitution Blvd.","Beaver Falls","Pennsylvania","15010","Beaver","2021-05-03T00:00:00.000","https://www.gianteagle.com/covidvaccine","724-843-3922",,"true","POINT (-80.379393 40.7757)",,,
"AHN-Jefferson Regional Hospital","Pharmacy Department","Jefferson Hills","Pennsylvania","15025","Allegheny","2021-04-13T00:00:00.000","https://www.ahn.org/coronavirus.html","1-412-469-5000","1170","false","POINT (-79.903068 40.2912721)",,,
"Big Spring Pharmacy","91 S. High Street","Newville","Pennsylvania","17241","Cumberland","2021-04-26T00:00:00.000","https://covid-19schedulinglink.as.me/vaccine","717-323-8230",,"false","POINT (-77.397554 40.170586)",,,
"WAYNE MEMORIAL HOSPITAL","601 Park Street","Honesdale","Pennsylvania","18431","Wayne","2021-04-07T00:00:00.000","https://www.wmh.org/covid-19-novel-coronavirus/","570-253-8197","500","false","POINT (-75.259883 41.576319)",,,
"RITE AID STORE #10955","1804 GOLDEN MILE HIGHWAY","PITTSBURGH","Pennsylvania","15239","Allegheny","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.713841 40.446806)",,,
"Giant Eagle Pharmacy-70","4007 Washington Rd","Canonsburg","Pennsylvania","15317","Washington","2021-05-03T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.128583 40.268557)",,,
"RITE AID STORE #10914","1700 PINE HOLLOW ROAD","Mc Kees Rocks","Pennsylvania","15136","Allegheny","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.097396 40.475512)",,,
"Weis Pharmacy-190","1020 Northern Blvd","Clarks Summit","PA","18411","Lackawanna","2021-04-13T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.691742 41.483928)",,,
"Old Forge Pharmacy","821 S. Main St.","Old Forge","Pennsylvania","18518","Lackawanna","2021-05-03T00:00:00.000","https://oldforgepharmacy.com/","570-457-3200",,"false","POINT (-75.742548 41.36252)",,,
"Giant Eagle Pharmacy-6301","100 Buffalo Plaza","Sarver","Pennsylvania","16055","Butler","2021-04-19T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.725839 40.706397)",,,
"RITE AID STORE #00213","2715 PARADE STREET","ERIE","Pennsylvania","16504","Erie","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.064198 42.114083)",,,
"Wegmans Pharmacy #036","1405 Main St.","Warrington","PA","18976","Bucks","2021-03-22T00:00:00.000","https://www.wegmans.com/pharmacy/",,,"true","POINT (-75.1339735 40.2444641)",,,
"Genoa Healthcare-00135","378 W CHESTNUT ST","Washington","Pennsylvania","15301","Washington","2021-04-19T00:00:00.000",,"724-705-0012","100","false","POINT (-80.254221 40.171299)",,,
"RITE AID STORE #11045","601 SOUTH 25TH STREET","EASTON","Pennsylvania","18045","Northampton","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.247798 40.681156)",,,
"Giant Eagle Pharmacy-2415","1521 N Main Street  EXT","Butler","Pennsylvania","16001","Butler","2021-04-07T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.907563 40.896343)",,,
"RITE AID STORE #06733","503 CLIFTON ROAD","Bethel Park","Pennsylvania","15102","Allegheny","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.064722 40.312039)",,,
"Neighborhood HCLV-Bethlehem","1210 East 4th Street","Bethlehem (Part-Northampton)","Pennsylvania","18015","Northampton","2021-03-29T00:00:00.000",,,"100","false","POINT (-75.359712 40.611142)",,,
"RITE AID STORE #00467","525 PENN AVENUE","WEST READING","Pennsylvania","19611","Berks","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier","610-373-5241",,"true","POINT (-75.948173 40.335809)",,,
"Walmart Store #2340","890 E MAIN ST","EPHRATA","Pennsylvania","17522","Lancaster","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-76.154445 40.164328)",,,
"Giant Eagle Pharmacy-19","1233-1245 Broad St","Johnstown","Pennsylvania","15906","Cambria","2021-05-03T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-78.939716 40.345605)",,,
"Stauffers LTC Pharmacy-New Holland 2","147 E Main St","New Holland","Pennsylvania","17557","Lancaster","2021-04-19T00:00:00.000","https://www.stauffersdrugstore.com/long-term-care","717-355-9300",,"false","POINT (-76.08828 40.102874)",,,
"PROVIDENCE SQUARE HOME-POST ACUTE SRVS","831 PROVIDENCE RD","Secane","Pennsylvania","19018","Delaware","2021-04-07T00:00:00.000",,"855-314-4663",,"true","POINT (-75.300123 39.918615)",,,
"RITE AID STORE #01922","315 WEST FOURTH STREET","QUARRYVILLE","Pennsylvania","17566","Lancaster","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.169509 39.893862)",,,
"Trilogy Mission Rx LLC dba PCA Pbg","307 23rd Street Extension","SHARPSBURG","Pennsylvania","15215","Allegheny","2021-04-26T00:00:00.000","https://pcapharmacy.com/","412-444-2886",,"false","POINT (-79.918715 40.4942002)",,,
"RITE AID STORE #01758","113 EAST BALTIMORE AVENUE","CLIFTON HEIGHTS","Pennsylvania","19018","Delaware","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.295042 39.930172)",,,
"RITE AID STORE #01566","327 NORTH CHESTER PIKE","GLENOLDEN","Pennsylvania","19036","Delaware","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.283786 39.903093)",,,
"CVS Pharmacy # 5103","1003 California Avenue","Natrona Heights","Pennsylvania","15065","Allegheny","2021-05-03T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine","1-800-746-7287",,"true","POINT (-79.732715 40.618695)",,,
"RITE AID STORE #00205","26 WEST INDEPENDENCE STREET","SHAMOKIN","Pennsylvania","17872","Northumberland","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.557699 40.790751)",,,
"Bucks County Vaccination Site","275 Swamp Road","Newtown","Pennsylvania","18940","Bucks","2021-04-13T00:00:00.000","https://www.trackmyvaccine.com/register","1-800-383-0371",,"false","POINT (-74.942143 40.243522)",,,
"Walmart Store #2945","100 COMMONS DR","PARKESBURG","Pennsylvania","19365","Chester","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-75.932471 39.981881)",,,
"RITE AID STORE #03443","6039 NATIONAL PIKE","GRINDSTONE","Pennsylvania","15442","Fayette","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.866614 40.006985)",,,
"VDI-Blandon Pharmacy","104 Anna Ave","Blandon","Pennsylvania","19510","Berks","2021-03-22T00:00:00.000",,"610-944-8899","1670","false","POINT (-75.868337 40.443175)",,,
"Giant (Martins) Pharmacy-6547","1661 EASTON RD","Warrington","Pennsylvania","18976","Bucks","2021-04-26T00:00:00.000","https://www.martinsfoods.com/covid-19vaccine","1.844.915.1817",,"false","POINT (-75.129802 40.268951)",,,
"Weis Pharmacy-125","1195 Lowther Road","Camp Hill","PA","17011","Cumberland","2021-04-13T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.896555 40.234897)",,,
"RITE AID STORE #11099","2182 COUNTY LINE ROAD","HUNTINGDON VALLEY","Pennsylvania","19006","Montgomery","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.073178 40.171967)",,,
"Giant Eagle Pharmacy-2419","581 Pittsburgh Rd","Uniontown","Pennsylvania","15401","Fayette","2021-04-13T00:00:00.000","https://www.gianteagle.com/covidvaccine","1-724-438-2570",,"true","POINT (-79.726669 39.92241)",,,
"Chester County Health Dept","601 Westtown Road","West Chester","Pennsylvania","19382","Chester","2021-04-07T00:00:00.000","http://chesco.org/4822/COVID19Vaccine","610-344-6225","7340","false","POINT (-75.585313 39.958618)",,,
"Chester County Vaccine Clinic","295 Hurley Road","Coatesville",,"19320","Chester",,"https://chesterpaprod.service-now.com/vam","610-344-6225",,"false","POINT (-75.794014 40.013702)",,,
"RITE AID STORE #11155","1249 WEST CHESTER PIKE","WEST CHESTER","Pennsylvania","19382","Chester","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.555966 39.968073)",,,
"Allergy and Clinical Immunology Assoc","180 Fort Couch Rd","Pittsburgh","Pennsylvania","15241","Allegheny","2021-05-03T00:00:00.000","https://www.allergyclinical.com/","412-833-8811","100","false","POINT (-80.054023 40.345884)","0","100","0"
"RITE AID STORE #11073","400 WEST SECOND STREET","BERWICK","Pennsylvania","18603","Columbia","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.239317 41.05271)",,,
"Giant Eagle Pharmacy-2416","200 Station Street","Mc Donald","Pennsylvania","15057","Washington","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.237004 40.370067)",,,
"Tops Pharmacy #601","1702 E. 38th Street","Erie","Pennsylvania","16510","Erie","2021-04-07T00:00:00.000","https://www.topsmarkets.com/Covid19vaccinations",,,"true","POINT (-80.030027 42.115846)",,,
"Clarion Osteopathic Hospital","1 Hospital Drive","Clarion","Pennsylvania","16214","Clarion","2021-03-29T00:00:00.000","https://www.butlerhealthsystem.org/CoronaVirus.aspx","814-223-4157","2340","false","POINT (-79.396923 41.191878)",,,
"RITE AID STORE #02693","44 KINGS VILLAGE","MINERSVILLE","Pennsylvania","17954","Schuylkill","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.254105 40.681573)",,,
"Colonial Pharmacy","708 Ekastown Rd","Sarver","Pennsylvania","16055","Butler","2021-03-29T00:00:00.000","https://www.colonialpharmacy.net/","724-353-1420","500","false","POINT (-79.777838 40.712234)",,,
"Giant Eagle Pharmacy-4050","9125 Ridge Road","Girard","Pennsylvania","16417",,"2021-03-17T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.301825 42.009974)",,,
"Pittsburgh Mercy Family Health Center","249 South 9th Street","Pittsburgh","Pennsylvania","15203","Allegheny","2021-05-03T00:00:00.000","https://www.pittsburghmercy.org/","412-697-3260","200","false","POINT (-79.989808 40.43065)","0","200","0"
"Giant Eagle Pharmacy-63","Murray Ave. & Loretta St.","Pittsburgh","Pennsylvania","15217","Allegheny","2021-03-29T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.92887 40.42193)",,,
"RITE AID STORE #11023","300 S. FAYETTE STREET","SHIPPENSBURG","Pennsylvania","17257","Cumberland","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-77.520462 40.044378)",,,
"RITE AID STORE #01180","217 SOUTH BLAKELY STREET","DUNMORE","Pennsylvania","18512","Lackawanna","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.632212 41.419898)",,,
"Weis Pharmacy-232","73 Old Dublin Pike","Doylestown","PA","18901","Bucks","2021-04-13T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.132695 40.323339)",,,
"WELLSPAN GETTYSBURG HOSPITAL","PHARMACY","GETTYSBURG","PENNSYLVANIA","17325","Adams","2021-04-26T00:00:00.000","https://www.wellspan.org/covid19","855-851-3641","1170","false","POINT (-77.234063 39.823386)","1170","0","0"
"RITE AID STORE #11045","601 SOUTH 25TH STREET","EASTON","Pennsylvania","18045",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.247798 40.681156)",,,
"RITE AID STORE #11073","400 WEST SECOND STREET","BERWICK","Pennsylvania","18603","Columbia","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.239317 41.05271)",,,
"Wilkes Barre Municipal Health Department","Kirby Health Center","Wilkes Barre","Pennsylvania","18701","Luzerne","2021-04-26T00:00:00.000","https://www.wilkes-barre.city/health","570-208-4268","300","false","POINT (-75.880582 41.248233)","0","300","0"
"Heritage Valley Health System-Beaver","1000 Dutch Ridge Road","Beaver","Pennsylvania","15009","Beaver","2021-04-07T00:00:00.000","https://www.heritagevalley.org/pages/covid19vaccine","724-770-7555","3510","false","POINT (-80.32435 40.710427)",,,
"CVS/pharmacy05720","110 South Pleasant Avenue","Somerset","Pennsylvania","15501","Somerset","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-79.074371 40.007961)",,,
"Walmart Store #3228","6700 HOLLYWOOD BLVD","DELMONT","Pennsylvania","15626","Westmoreland","2021-05-03T00:00:00.000","https://www.walmart.com/cp/1228302","833-886-0023",,"true","POINT (-79.58896 40.40019)",,,
"RITE AID STORE #01566","327 NORTH CHESTER PIKE","GLENOLDEN","Pennsylvania","19036","Delaware","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.283786 39.903093)",,,
"Redners Pharmacy #38","110 Northside Commons","Palmyra","Pennsylvania","17078","Lebanon","2021-04-13T00:00:00.000","https://www.rednerspharmacy.com/coronavirus","717-473-4054",,"true","POINT (-76.590211 40.284217)",,,
"CVS/pharmacy07670","620 Old Philadelphia Rd.","Easton","Pennsylvania","18042","Northampton","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.2201302 40.6784382)",,,
"Robert Packer Hospital","Guthrie Square","Sayre","Pennsylvania","18840","Bradford","2021-03-29T00:00:00.000","https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment","570-887-7150","1170","false","POINT (-76.5369197 41.982191)",,,
"Scranton Primary Health Care Center Inc","959 Wyoming Avenue","Scranton","Pennsylvania","18509","Lackawanna","2021-04-19T00:00:00.000","https://scrantonprimary.org/","570-344-9684","600","false","POINT (-75.655167 41.417856)",,,
"Weis Pharmacy-56","1056 Wayne Avenue","Chambersburg","PA","17201","Franklin","2021-04-19T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-77.651638 39.912135)",,,
"RITE AID STORE #01071","60 SOUTH WATER STREET","SHARON","Pennsylvania","16146","Mercer","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.5003674 41.2296228)",,,
"RITE AID STORE #01320","640 MONTGOMERY AVENUE","NARBERTH","Pennsylvania","19072","Montgomery","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.254081 40.00911)",,,
"CVS/pharmacy17618","6231 PENN AVE","PITTSBURGH","PA","152063978","Allegheny","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (0 0)",,,
"Weis Pharmacy-56","1056 Wayne Avenue","Chambersburg","PA","17201","Franklin","2021-05-03T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-77.651638 39.912135)",,,
"Weis Pharmacy-197","65 Meadow Green Drive","Mifflinburg","PA","17844","Union","2021-05-03T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-77.03143 40.924573)",,,
"Hyde Drug Store","2412 Wilmington Rd","New Castle","Pennsylvania","16105","Lawrence","2021-04-26T00:00:00.000","https://calendly.com/hydedrugstore/covid-vaccination","724-652-1451","100","false","POINT (-80.353642 41.026194)","0","100","0"
"Walmart Store #5888","3400 Hartzdale Dr","Camp Hill","Pennsylvania","17011","Cumberland","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"false","POINT (-76.925592 40.225087)",,,
"Walmart Store #2909","961 E COLUMBUS AVE","CORRY","Pennsylvania","16407",,"2021-03-17T00:00:00.000",,,,"true","POINT (-79.613915 41.932509)",,,
"Associates in Ophthalmology Ltd.","9970 Mountain View Dr","West Mifflin","Pennsylvania","15122","Allegheny","2021-05-03T00:00:00.000","https://www.aiovision.com/",,"200","false","POINT (-79.940177 40.341707)","0","200","0"
"RITE AID STORE #11030","577 SOUTH MAIN STREET","SHREWSBURY","Pennsylvania","17361","York","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.677471 39.753424)",,,
"Middle Hill District Point of Dispensing","2200 Wylie Avenue","Pittsburgh","Pennsylvania","15219","Allegheny","2021-04-07T00:00:00.000","https://vax4.alleghenycounty.us/patient/s/","Call 2-1-1",,"false","POINT (-79.976503 40.445973)",,,
"RITE AID STORE #01758","113 EAST BALTIMORE AVENUE","CLIFTON HEIGHTS","Pennsylvania","19018","Delaware","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.295042 39.930172)",,,
"CWC-Costco Pharmacy 00328","1050 Cranberry Square Drive","Cranberry Twp","Pennsylvania","16066","Butler","2021-05-03T00:00:00.000","https://book-costcopharmacy.appointment-plus.com/d133yng2/#/",,,"true","POINT (-80.106824 40.68994)",,,
"RITE AID STORE #03470","580 CARBONDALE ROAD","SCOTT TOWNSHIP","Pennsylvania","18447","Lackawanna","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.6112354 41.4764821)",,,
"RITE AID STORE #10983","200 GREATER BUTLER MART","BUTLER","Pennsylvania","16001","Butler","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.91772 40.843362)",,,
"CVS/pharmacy16601","360 Waterfront Dr E","Homestead","PA","151205004","Allegheny","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-79.91178 40.411841)",,,
"Robert T Henry Pharmacy","54 East King St","Shippensburg","Pennsylvania","17257","Cumberland","2021-03-29T00:00:00.000","https://www.robertthenrypharmacy.com","717-532-5812","1170","false","POINT (-77.519115 40.05106)",,,
"Wellspan York Hospital","1001 S .George","York","Pennsylvania","17405","York","2021-04-13T00:00:00.000","https://www.wellspan.org/covid19","855-851-3641","5850","false","POINT (-76.71850692 39.94653337)",,,
"Walmart Store #3253","108 WASHINGTON TOWNE BLVD N","EDINBORO","Pennsylvania","16412","Erie","2021-04-07T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-80.17291 41.877799)",,,
"Spartan Pharmacy Bethel Park","3400 South Park Rd","Bethel Park","Pennsylvania","15102","Allegheny","2021-03-22T00:00:00.000","https://spartanpharmacy.com/immunization/","412-831-1333","1300","false","POINT (-80.057267 40.321882)",,,
"RITE AID STORE #11174","2210 STATE HILL ROAD","WYOMISSING","Pennsylvania","19610","Berks","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.980895 40.339878)",,,
"Walmart Store #2909","961 E COLUMBUS AVE","CORRY","Pennsylvania","16407","Erie","2021-05-03T00:00:00.000","https://www.walmart.com/cp/1228302","833-886-0023",,"true","POINT (-79.613915 41.932509)",,,
"RITE AID STORE #02545","1001 JEFFERSON AVENUE","WASHINGTON","Pennsylvania","15301","Washington","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.264358 40.182135)",,,
"RITE AID STORE #10935","331 PENN AVENUE","WILKINSBURG","Pennsylvania","15221","Allegheny","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.890772 40.445762)",,,
"Weis Pharmacy-22","313-337 W. Bald Eagle Street","Lock Haven","PA","17745","Clinton","2021-05-03T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-77.4329508 41.1602593)",,,
"PHN-Tri-County Community Health Center","1555 Shawna Road","Cherry Tree","Pennsylvania","15724","Cambria","2021-03-22T00:00:00.000","https://primary-health.net/covid-vaccine-clinic.aspx","724-699-9211","100","false","POINT (-78.799248 40.71682)",,,
"RITE AID STORE #11063","228 MAIN STREET","Stroudsburg","Pennsylvania","18360",,"2021-03-17T00:00:00.000",,,,"true","POINT (-75.188385 40.989368)",,,
"CVS/pharmacy01270","RR 2 Box 2330","Cresco","Pennsylvania","18326","Monroe","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.2796221 41.1577034)",,,
"RITE AID STORE #00501","201 NORTH WASHINGTON AVENUE","SCRANTON","Pennsylvania","18503","Lackawanna","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.66376 41.408006)",,,
"RITE AID STORE #04616","208 EAST CENTRAL AVENUE","TITUSVILLE","Pennsylvania","16354",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.671219 41.627186)",,,
"RITE AID STORE #07861","3145 MAIN STREET","MORGANTOWN","Pennsylvania","19543","Berks","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.890647 40.155201)",,,
"Sav-On Pharmacy-Folsom","124 Morton Ave","Folsom","Pennsylvania","19033","Delaware","2021-04-19T00:00:00.000","https://www.albertsons.com/pharmacy/covid-19.html","877-723-3929",,"true","POINT (-75.329264 39.883844)",,,
"CVS/pharmacy00675","159 N MacDade Blvd","Glenolden","Pennsylvania","19036","Delaware","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.286998 39.907317)",,,
"North Penn Comprehensive Health Services","7 Water St","Wellsboro","Pennsylvania","16901",,"2021-03-17T00:00:00.000","https://laurelhc.org/index.php/coronavirus-covid19","1-833-528-7354","500","false","POINT (-77.301368 41.749396)",,,
"Weis Pharmacy-199","2150 Bumble Bee Hollow Road","Mechanicsburg","PA","17055","Cumberland","2021-04-26T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.98566 40.175499)",,,
"RITE AID STORE #00856","762 CHESTER PIKE","PROSPECT PARK","Pennsylvania","19076","Delaware","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.305172 39.882912)",,,
"CVS/pharmacy02350","4290 Township Line Road","Schwenksville","Pennsylvania","19473","Montgomery","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.399863 40.234324)",,,
"RITE AID STORE #01581","524 NORTH 6TH STREET","READING","Pennsylvania","19601","Berks","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.925774 40.343608)",,,
"RITE AID STORE #10998","165 BUTLER ROAD","KITTANNING","Pennsylvania","16201","Armstrong","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.526502 40.805653)",,,
